date,region,price_index,CLS_ID,CLS_NM,CLS_FULLNM,WRTTIME_DESC,WRTTIME_IDTFR_ID,mom_pct,yoy_pct,base_rate,loan_rate,household_loan,price_yoy,loan_yoy,base_rate_lag3,loan_rate_lag3,construction_start_area_sqm,completion_proxy_sqm,completion_proxy_yoy,sale_listings,jeonse_listings,wolse_listings,total_listings,sale_share_pct,total_listings_yoy,sale_listings_yoy
2023-09-01,서울,162.920141955535,500007,서울,서울,2023년 9월,202309,0.9567088918975396,-2.0663724134918127,3.5,3.81,904548.2,-2.0663724134918127,0.1774303028718948,3.5,3.69,,10298045.160273086,-1.5892268073641524,73141.0,30229.0,18532.0,121902.0,59.999835933782876,,
2023-10-01,서울,162.902805770493,500007,서울,서울,2023년 10월,202310,-0.0106409096100268,2.732710007747108,3.5,3.95,909710.1,2.732710007747108,0.780254512461398,3.5,3.68,,10028680.812628113,-5.120049853867936,78406.0,33009.0,19444.0,130859.0,59.91639856639589,,
2023-11-01,서울,160.529600557162,500007,서울,서울,2023년 11월,202311,-1.4568227981748172,6.974242235372552,3.5,3.99,914209.6,6.974242235372552,1.342626043428985,3.5,3.65,,9694767.722098337,-9.088386024114959,78490.0,35892.0,20808.0,135190.0,58.059028034617945,,
2023-12-01,서울,158.432317576572,500007,서울,서울,2023년 12월,202312,-1.306477418065466,9.696375489841502,3.5,3.85,915958.7,9.696375489841502,1.4828577088569217,3.5,3.81,,9292957.236811249,-13.508806684855246,75117.0,35305.0,19641.0,130063.0,57.75431906076286,,
2024-01-01,서울,158.846430439106,500007,서울,서울,2024년 1월,202401,0.2613815595633451,8.985715673031724,3.5,3.67,919685.2,8.985715673031724,2.3949811066696247,3.5,3.95,,8822250.857216118,-18.378746276171633,77850.0,34675.0,19426.0,131951.0,58.99917393577919,,
2024-02-01,서울,159.676351102394,500007,서울,서울,2024년 2월,202402,0.5224673044234018,7.310134630012222,3.5,3.63,921520.3,7.310134630012222,2.9340529510593294,3.5,3.99,,8284782.221299072,-23.672565544007828,79388.0,32914.0,18612.0,130914.0,60.641337060971324,-2.3678303216520424,40.29370703518475
2024-03-01,서울,159.796865550797,500007,서울,서울,2024년 3월,202403,0.0754741998868269,5.858891545638634,3.5,3.58,919202.8,5.858891545638634,3.228845142043113,3.5,3.85,,7686293.981887021,-29.338590065475866,82514.0,31468.0,18253.0,132235.0,62.3995160131584,1.2643202842614665,35.82104292862787
2024-04-01,서울,160.83625034205,500007,서울,서울,2024년 4월,202404,0.6504412884885902,4.953973778774024,3.5,3.53,924583.8,4.953973778774024,4.046074560682911,3.5,3.67,,7036383.882048494,-35.29793243174796,83493.0,29821.0,17563.0,130877.0,63.795013638760054,2.14630796007087,31.900473933649298
2024-05-01,서울,162.056693482377,500007,서울,서울,2024년 5월,202405,0.7588109880275695,4.532402972355332,3.5,3.55,930889.4,4.532402972355332,4.473629956226977,3.5,3.63,,6348353.239681371,-41.44740764871967,84228.0,28552.0,16974.0,129754.0,64.91360574625831,4.9883080209403685,30.709663402597798
2024-06-01,서울,164.32932631605,500007,서울,서울,2024년 6월,202406,1.4023690011422565,4.22460269030851,3.5,3.51,936505.0,4.22460269030851,4.695907803699528,3.5,3.58,,5638280.83630438,-47.666910602828814,82039.0,27862.0,15880.0,125781.0,65.22368243216384,3.158369556302798,22.172747580044682
2024-07-01,서울,167.842230271978,500007,서울,서울,2024년 7월,202407,2.137721875139764,5.317139326379561,3.5,3.41,942675.3,5.317139326379561,4.949383168247401,3.5,3.53,,,,79648.0,26920.0,14909.0,121477.0,65.56632119660512,3.3231266479543997,18.449778412301843
2024-08-01,서울,170.59615441828,500007,서울,서울,2024년 8월,202408,1.640781430179672,5.713302805641041,3.5,3.35,952792.7,5.713302805641041,5.649731421644,3.5,3.55,,,,80545.0,26822.0,15016.0,122383.0,65.81387937867187,0.9794052608997017,13.083705388481736
2024-09-01,서울,171.119588434912,500007,서울,서울,2024년 9월,202409,0.306826386806236,5.032800966755135,3.5,3.4,959175.6,5.032800966755135,6.03919172024221,3.5,3.51,,,,82684.0,28406.0,15851.0,126941.0,65.135771736476,4.1336483404702085,13.047401594181096
2024-10-01,서울,171.064598004565,500007,서울,서울,2024년 10월,202410,-0.032135672397271,5.010222012732446,3.25,3.37,962163.6,5.010222012732446,5.765957748517914,3.5,3.41,,,,87319.0,31684.0,18678.0,137681.0,63.42124185617478,5.213244790194027,11.367752467923363
2024-11-01,서울,171.010630904909,500007,서울,서울,2024년 11월,202411,-0.0315477897154137,6.5290328458861735,3.0,3.35,965184.3,6.5290328458861735,5.575821999681474,3.5,3.35,,,,89632.0,33017.0,19880.0,142529.0,62.88685109696974,5.428655965677942,14.195438909415214
2024-12-01,서울,170.225653867926,500007,서울,서울,2024년 12월,202412,-0.4590223618433753,7.443769346903717,3.0,3.21,966097.2,7.443769346903717,5.473882173945177,3.5,3.4,,,,87754.0,31466.0,19762.0,138982.0,63.1405505748946,6.857446006935097,16.823089314003493
