date,region,price_index,CLS_ID,CLS_NM,CLS_FULLNM,WRTTIME_DESC,WRTTIME_IDTFR_ID,mom_pct,yoy_pct,base_rate,loan_rate,household_loan,price_yoy,loan_yoy,base_rate_lag3,loan_rate_lag3,construction_start_area_sqm,completion_proxy_sqm,completion_proxy_yoy,sale_listings,jeonse_listings,wolse_listings,total_listings,sale_share_pct,total_listings_yoy,sale_listings_yoy
2022-11-01,서울,150.063788443533,500007,서울,서울,2022년 11월,202211,-5.364063019559029,-20.123724485381743,3.25,4.29,902097.8,-20.123724485381743,-0.921712585718959,2.5,2.98,,10663948.52990944,13.745452561894567,,,,,,,
2022-12-01,서울,144.428033168009,500007,서울,서울,2022년 12월,202212,-3.755573102597421,-21.75948326200948,3.25,4.22,902574.8,-21.75948326200948,-0.8273881395430283,2.5,3.38,,10744397.06589646,13.819159173183415,,,,,,,
2023-01-01,서울,145.749770470528,500007,서울,서울,2023년 1월,202301,0.915152878237624,-20.70030603340464,3.5,3.83,898174.1,-20.70030603340464,-1.223263417065401,3.0,4.01,,10808766.65661969,13.5126466247244,,,,,,,
2023-02-01,서울,148.798947697654,500007,서울,서울,2023년 2월,202302,2.092063141699807,-18.12652487515728,3.5,3.54,895253.1,-18.12652487515728,-1.411878327096694,3.25,4.29,,10854265.285276683,12.832317565626727,56587.0,49776.0,27726.0,134089.0,42.20107540514137,,
2023-03-01,서울,150.952709987431,500007,서울,서울,2023년 3월,202303,1.4474311297908216,-18.220109589484743,3.5,3.56,890451.5,-18.220109589484743,-1.672780107601557,3.25,4.22,,10877640.269291613,11.792219376440972,60752.0,44337.0,25495.0,130584.0,46.523310665931504,,
2023-04-01,서울,153.244555257209,500007,서울,서울,2023년 4월,202304,1.518253809400849,-17.38272036132701,3.5,3.43,888629.2,-17.38272036132701,-1.9314109681576763,3.5,3.83,,10875052.601102814,10.409235258110172,63300.0,40724.0,24103.0,128127.0,49.404106862722145,,
2023-05-01,서울,155.03010442153,500007,서울,서울,2023년 5월,202305,1.1651632003004009,-15.40721180087592,3.5,3.56,891028.1,-15.40721180087592,-1.6228950199237755,3.5,3.54,,10842138.639387766,8.693529642919051,64439.0,36856.0,22294.0,123589.0,52.13975353793623,,
2023-06-01,서울,157.66846030043,500007,서울,서울,2023년 6월,202306,1.7018345493248654,-14.002633664097075,3.5,3.69,894500.1,-14.002633664097075,-1.213085504289202,3.5,3.56,,10773835.256531123,6.64847762831271,67150.0,34261.0,20519.0,121930.0,55.07258262937751,,
2023-07-01,서울,159.368390886342,500007,서울,서울,2023년 7월,202307,1.078167810272812,-9.616726713546065,3.5,3.68,898219.0,-9.616726713546065,-0.6430082120986835,3.5,3.43,,10664500.870568799,4.267231583980413,67242.0,31159.0,19169.0,117570.0,57.193161520796124,,
2023-08-01,서울,161.37624110745,500007,서울,서울,2023년 8월,202308,1.2598798356067586,-5.551426618820732,3.5,3.65,901841.1,-5.551426618820732,-0.2177450968351646,3.5,3.56,,10507991.500932394,1.5300563889514507,71226.0,31050.0,18920.0,121196.0,58.76926631241955,,
